,Text,Label,ID,Offsets
7946,"Sriram heads IndusAge, a global venture investment fund and strategic advisory firm investing in technology companies in US and India.",About,article_00376.pre.xmi:013,"[{u'text': 'IndusAge', u'endOffset': 21, u'beginOffset': 13, u'label': u'Company'}, {u'text': 'global venture investment fund and strategic advisory firm', u'endOffset': 83, u'beginOffset': 25, u'label': u'MarketLocation'}, {u'text': 'technology companies', u'endOffset': 117, u'beginOffset': 97, u'label': u'MarketSegment'}, {u'text': 'US and India', u'endOffset': 133, u'beginOffset': 121, u'label': u'MarketLocation'}]"
6196,"""The features, functionally, sheer beauty of the site templates, everything is fabulous!""",None,article_00287.pre.xmi:021,[]
11845,"Kevin McCarthy, in addition to his duties at Shasta Crystals, is on the Board of Directors of Pherin Pharmaceuticals, an early stage pharmaceutical company of which he is a co-founder and former CFO.",About,article_00569.pre.xmi:019,"[{u'text': u'Pherin Pharmaceuticals', u'endOffset': 116, u'beginOffset': 94, u'label': u'Company'}, {u'text': u'pharmaceutical company', u'endOffset': 155, u'beginOffset': 133, u'label': u'ProductService'}]"
3377,"With more than 100,000 square feet in our facility, we have what you need in our extensive, up-to-date inventory.",None,article_00167.pre.xmi:007,[]
4527,"For more than a decade, we've been advancing the universal adoption of solar power.",None,article_00222.pre.xmi:006,[]
14516,Klaus Haapaniemi & Co.,None,article_00706.pre.xmi:001,[]
1780,Eric backed Arrogant Bastard and Will was pushing Dogfish Head 90 Minute .,None,article_00087.pre.xmi:004,[]
12414,$900MM in identified capital projects (75% unbooked),None,article_00598.pre.xmi:005,[]
8410,"Western New York's premiere John Deere Ag & Turf, Commercial Worksite Products, and Commercial Mower dealer is now LandPro Equipment.",About,article_00395.pre.xmi:002,"[{u'text': 'John Deere Ag & Turf', u'endOffset': 48, u'beginOffset': 28, u'label': u'Company'}, {u'text': 'Commercial Worksite Products, and Commercial Mower', u'endOffset': 100, u'beginOffset': 50, u'label': u'ProductService'}, {u'text': 'LandPro Equipment', u'endOffset': 132, u'beginOffset': 115, u'label': u'Company'}]"
2959,Terry Cave,None,article_00143.pre.xmi:038,[]
13092,"""We will continue to leverage Critical Power USA's relationships with existing customers.""",None,article_00632.pre.xmi:049,[]
9487,"Berkshire Hathaway HomeServices and the Berkshire Hathaway HomeServices symbol are registered service marks of HomeServices of America, Inc.® Equal Housing Opportunity.",None,article_00450.pre.xmi:020,[]
349,Gartner,None,article_00020.pre.xmi:037,[]
6757,"Besides his most recent experience in mining, exploration and native title, Glenn has wide ranging experience as a commercial lawyer, including commercial drafting and advice, and in commercial litigation and disputes.",None,article_00315.pre.xmi:039,[]
7466,Danny brings almost twenty years of experience in the educational publishing industry.,None,article_00353.pre.xmi:008,[]
3349,"Like our business, high-quality service always stands the test of time.""",None,article_00163.pre.xmi:030,[]
9072,About ATCG Solutions (formerly Ameritas),None,article_00430.pre.xmi:001,[]
42,Missouri Joint Municipal Electric Utility Commission (MJMEUC),None,article_00004.pre.xmi:003,[]
801,Looking for ways to deliver scent to your product but your existing materials or production method is not a good fit?,None,article_00042.pre.xmi:064,[]
3529,"Desire to go global, improve go-to-market strategies and achieve operational excellence.",None,article_00177.pre.xmi:006,[]
12558,John treats us as if we were his biggest clients!,None,article_00606.pre.xmi:012,[]
981,Our History,None,article_00051.pre.xmi:011,[]
6408,Home » Contact Us » About Us,None,article_00302.pre.xmi:001,[]
3458,Share |,None,article_00173.pre.xmi:022,[]
9453,"And because we understand the challenge, we deliver what you need, when",None,article_00448.pre.xmi:010,[]
7091,Their vision and operations background has ensured Trinidad delivers the best drilling programs to energy producers – programs that work as well in the field as they do on paper.,About,article_00333.pre.xmi:009,"[{u'text': u'Trinidad', u'endOffset': 59, u'beginOffset': 51, u'label': u'Company'}, {u'text': u'best drilling programs to energy producers', u'endOffset': 115, u'beginOffset': 73, u'label': u'Purpose'}]"
5173,"And, humans came in with a rather unimpressive showing, about a third of the way down the list.",None,article_00245.pre.xmi:034,[]
6741,In addition Joe managed processing plants at Alumbrera (Argentina)and Jinfeng Gold Mine (PRC) for Sino Gold Ltd.,None,article_00315.pre.xmi:023,[]
14931,in microbiology and his Ph.D. in Biochemistry from the University of Victoria with a focus on clinical proteomics.,None,article_00725.pre.xmi:023,[]
9156,Academic Papers,None,article_00437.pre.xmi:001,[]
7408,"In a short time period, offices opened within these primary regions as additional region expansion occurred in Lancaster PA, Lewisburg PA, Western PA and into the state of Virginia.",None,article_00349.pre.xmi:005,[]
7717,Mike provides strategic business leadership and direction to the Company.,None,article_00366.pre.xmi:009,[]
3091,About,None,article_00153.pre.xmi:001,[]
8530,He and his wife have lived in New Mexico since 2001.,None,article_00402.pre.xmi:008,[]
11034,"Through our combined experience of well over 100 years, we still carry the intensity and curiosity for new applications, and a commitment to customer satisfaction.",None,article_00528.pre.xmi:006,[]
2756,"We're the partner of choice for leading installers, housing associations and utility companies.",None,article_00134.pre.xmi:029,[]
6458,We call this technology TIPS™ – Transformative Integrated Power Solutions - a patented architecture that uniquely enables ultra-low profile solutions with industry-leading power conversion efficiency  - addressing major pain points in all major markets and applications.,None,article_00304.pre.xmi:014,[]
4812,Joelmir Ribacki Development Engineer,None,article_00232.pre.xmi:040,[]
916,We make every effort to conduct all our business activities and operations in line with best environmental practice and seek constant improvement across all Group activities.,None,article_00049.pre.xmi:007,[]
4617,"He now serves as the Director of Property Management in Tampa, Florida, overseeing the property management and property services departments.",None,article_00225.pre.xmi:052,[]
5614,Elizabeth brings a 20 year track record of technology development and commercialisation in the pharmaceutical industry.,None,article_00260.pre.xmi:013,[]
1616,"His diverse background blends public company experience with the high-growth, fast-paced environment of early-stage venture-backed companies, including the industry-recognized IPO of EnerNoc.",None,article_00082.pre.xmi:027,[]
13516,"This aspect of our kit's system also allows vehicles and their drivers to platoon in a way that further maximizes efficiency and safety, as they are constantly updated with changes on the upcoming route including weather, geographical changes and traffic.",None,article_00655.pre.xmi:018,[]
9932,PARTNERS AND,None,article_00479.pre.xmi:022,[]
11274,Dominick Brookes,None,article_00540.pre.xmi:032,[]
2146,To be the best solutions provider growing partnerships to achieve employee and customer success.,None,article_00106.pre.xmi:010,[]
5087,"We can help guide you through complex supply chain risk management, anticipate changes in the regulatory environment that may affect risk.",About,article_00243.pre.xmi:017,"[{u'text': 'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'guide you through complex supply chain risk management, anticipate changes in the regulatory environment that may affect risk', u'endOffset': 137, u'beginOffset': 12, u'label': u'ValueProposition'}]"
1833,"Then she did some rearranging, repurposing, and re-imagining.",None,article_00090.pre.xmi:017,[]
7628,"Dan Johnson (Chief Technology Officer, Acting CEO), Mechanical Engineer with a Master's in Science and PhD in Engineering.",None,article_00360.pre.xmi:009,[]
7458,Latest News,None,article_00352.pre.xmi:021,[]
11793,Denuo does not advocate any position regarding copyright law except to respect the legal standard of each and every jurisdiction as conveyed by each government.,None,article_00566.pre.xmi:010,[]
3937,B.A.,None,article_00198.pre.xmi:036,[]
4714,strict warning: Declaration of views_handler_field::query() should be compatible with views_handler::query($group_by = false) in /services/webpages/g/e/geologic.com/public/modules/acquia/views/handlers/views_handler_field.inc on line 1119.,None,article_00228.pre.xmi:005,[]
10763,"Our 5-axis CNC machining centers, equipped with the integrated Hurco control, are simply the best in the industry.",None,article_00514.pre.xmi:010,[]
10051,"His son, Evan, is a dermatology resident at the Cleveland Clinic, OH.",None,article_00482.pre.xmi:020,[]
5654,"It also operates a municipal bonds brokerage business through J.J. Kenny Drake, acquired as part of the RaffCap transaction.",None,article_00262.pre.xmi:016,[]
15566,AI will change how we email,None,article_00753.pre.xmi:002,[]
12211,Our forging is complimented by NADCAP approved heat-treatment facilities and a Machine shop which can supply nett shape semi-finished products into our customers.,None,article_00587.pre.xmi:009,[]
782,Aroma & Scent Marketing Consulting-,None,article_00042.pre.xmi:045,[]
7874,Our purpose is to develop and market products that offer an authentic alternative to combustible tobacco.,About,article_00373.pre.xmi:019,"[{u'text': u'Our', u'endOffset': 3, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'develop and market products that offer an authentic alternative to combustible tobacco', u'endOffset': 104, u'beginOffset': 18, u'label': u'Purpose'}]"
14086,Daan Kromhout & son is a wholesaler for florists and supplier sundries.,None,article_00681.pre.xmi:040,[]
5632,We are THE Environmental Experts – Our team is built on environmental excellence and rigorous scientific analysis.,None,article_00261.pre.xmi:010,[]
8862,They needed a place that rolled all of this information into one financial media outlet.,None,article_00422.pre.xmi:020,[]
14105,Emily Cameron,None,article_00681.pre.xmi:059,[]
9541,Learn more,None,article_00454.pre.xmi:011,[]
11674,We get your energy efficiency projects up and running quickly.,None,article_00559.pre.xmi:010,[]
15233,Jeanee has also done work in marketing and public relations over the past couple years.,None,article_00737.pre.xmi:049,[]
10210,All Rights Reserved.,None,article_00488.pre.xmi:009,[]
4838,"He loves to read comics and watch films, and is passionate for WWII history.",None,article_00232.pre.xmi:066,[]
2401,"Bringing clinical proof of concept data to bear on program initiation and product design is unusual and — we believe — extraordinarily valuable, because this unique capability retires risk early and shortens our development timelines.",None,article_00118.pre.xmi:013,[]
